ort;location;lat;lon
Dusseldorf;Düsseldorf, Nordrhein-Westfalen, Deutschland;51.2254018;6.7763137
Wünschendorf/E.;Wünschendorf, Dürrröhrsdorf-Dittersbach, Sächsische Schweiz-Osterzgebirge, Sachsen, Deutschland;51.0174197;13.9542244
Fränkisch-Crumbach;Fränkisch-Crumbach, Mossautal, Odenwaldkreis, Hessen, 64407, Deutschland;49.7451903;8.860648
Chester;Chester, Cheshire West and Chester, North West England, England, CH1 2ET, United Kingdom;53.1908873;-2.8908955
[Marseille];;;
Remshalden;Remshalden, Rems-Murr-Kreis, Baden-Württemberg, 73630, Deutschland;48.8114785;9.4369168
Kromsdorf;Kromsdorf, Kromsdorf-Süd, Ilmtal-Weinstraße, Landkreis Weimarer Land, Thüringen, Deutschland;51.0060638;11.377140474376661
Petersfield;Petersfield, East Hampshire, Hampshire, South East England, England, United Kingdom;51.0024945;-0.9392027
Tai bei;臺北市, 臺灣;25.0375198;121.5636796
Gao xiong;高雄市, 臺灣;22.6203348;120.3120375
[Horgen];;;
Zhong he;中和區, 溪洲, 新北市, 臺灣;24.999397;121.49898
Barcelona, Spain;Barcelona, Barcelonès, Barcelona, Catalunya, 08001, España;41.3828939;2.1774322
Haar;Haar, Landkreis München, Bayern, 85540, Deutschland;48.1062182;11.7289603
Xin dian;新店區, 大坪林, 新北市, 臺灣;24.9673935;121.5419418
Venetia;Venezia, Veneto, Italia;45.4371908;12.3345898
Romæ;Roma, Roma Capitale, Lazio, Italia;41.8933203;12.4829321
[Weinheim];;;
Camberwell, Vic.;Camberwell, Canterbury, Melbourne, City of Boroondara, Victoria, 3126, Australia;-37.8384623;145.0740767
Sydney, NSW;Sydney, New South Wales, Australia;-33.8548157;151.2164539
North Sydney, NSW;North Sydney, Sydney, North Sydney Council, Lower North Shore, New South Wales, 2060, Australia;-33.8354519;151.2083011
Lindfield, NSW.;Lindfield, Sydney, Ku-ring-gai Council, Upper North Shore, New South Wales, 2070, Australia;-33.7802907;151.1595848
Altenkirchen/Westerwald;Altenkirchen (Westerwald), Altenkirchen-Flammersfeld, Landkreis Altenkirchen, Rheinland-Pfalz, 57610, Deutschland;50.6751451;7.6111956
Sulzbach (Taunus);Sulzbach, Main-Taunus-Kreis, Hessen, 65843, Deutschland;50.1326128;8.5279513
Mettingen;Metting, Sarrebourg-Château-Salins, Moselle, Grand Est, France métropolitaine, 57370, France;48.8129002;7.2109999
[Viersen];;;
Seevetal;Seevetal, Harburg, Niedersachsen, Deutschland;53.3965903;10.0176952
[Biedenkopf];;;
Trajecti ad Rhenum;;;
[Redfern, N.S.W.];Redfern, Sydney, Council of the City of Sydney, New South Wales, 2016, Australia;-33.8931044;151.2040292
Melbourne, Victoria;Melbourne, City of Melbourne, Victoria, Australia;-37.8142176;144.9631608
Tesserete, Svizzera;Tesserete, Capriasca, Circolo di Capriasca, Distretto di Lugano, Ticino, 6950, Schweiz/Suisse/Svizzera/Svizra;46.067382;8.9664531
[Limburg];;;
[Almere];;;
Zell/Mosel;Zell (Mosel), Landkreis Cochem-Zell, Rheinland-Pfalz, 56856, Deutschland;50.0275681;7.1813233
[Palo Alto, Calif.];Palo Alto, Santa Clara County, California, United States;37.4443293;-122.1598465
Bielefeld-Gadderbaum;Gadderbaum, Bielefeld, Nordrhein-Westfalen, 33617, Deutschland;52.0031035;8.5216345
Liebenwerda;Liebenwerda, Elbe-Elster, Brandenburg, Deutschland;51.521017400000005;13.363005054868657
Kaliningrad;Калининград, городской округ Калининград, Калининградская область, Северо-Западный федеральный округ, Россия;54.710128;20.5105838
Campinas, SP, Brasil;Campinas, Região Imediata de Campinas, Região Metropolitana de Campinas, Região Geográfica Intermediária de Campinas, São Paulo, Região Sudeste, Brasil;-22.90556;-47.06083
[Beimerstetten];;;
Nan jing;南京市, 江苏省, 龙虬庄文化;32.0609736;118.7916458
Flörsheim;Flörsheim, Main-Taunus-Kreis, Hessen, 65439, Deutschland;50.0167244;8.4236983
Farnham, Surrey, England;Farnham, Waverley, Surrey, South East England, England, United Kingdom;51.2151749;-0.7984854
Fu zhou;抚州市, 江西省, 龙虬庄文化;27.9511188;116.3530413
[Knockaloe];;;
Bieberstein;Bobrowo, gmina Barciany, powiat kętrzyński, województwo warmińsko-mazurskie, 11-410, Polska;54.26993;21.36008
Ath;Athens County, Ohio, United States;39.355589;-82.0610404
Adamsheide;;;
Shi jia zhuang;石家庄市, 河北省, 龙虬庄文化;38.0429742;114.5088385
Freiburg (CH);Fribourg/Freiburg, Schweiz/Suisse/Svizzera/Svizra;46.6789116;7.1027113
Gui yang;桂阳县, 龙潭街道, 桂阳县, 郴州市, 湖南省, 龙虬庄文化;25.7561647;112.72964
[Nantan];;;
Vejen;Vejen, Vejen Kommune, Region Syddanmark, 6600, Danmark;55.4743417;9.1317951
Sulzbach /Taunus);Sulzbach, Main-Taunus-Kreis, Hessen, 65843, Deutschland;50.1326128;8.5279513
Walldorf;Walldorf, Rhein-Neckar-Kreis, Baden-Württemberg, 69190, Deutschland;49.3038134;8.6433518
Helsingissa;Folkhälsan Senioritalo Helsingissä, 97, Mannerheimintie, Pikku Huopalahti, Ruskeasuo, Läntinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00280, Suomi / Finland;60.198201499999996;24.9019574047648
Jyväskyla;Jyväskylä, Jyväskylän seutukunta, Keski-Suomi, Länsi- ja Sisä-Suomen aluehallintovirasto, Manner-Suomi, Suomi / Finland;62.2393002;25.745951
Niederanven;Niederanven, Canton Luxembourg, Lëtzebuerg;49.6512224;6.2552342
Köln am Rhein;Köln, Nordrhein-Westfalen, Deutschland;50.938361;6.959974
Yokohama-shi;横浜市, 神奈川県, 〒231-0016, 日本;35.444991;139.636768
Suita;吹田市, 大阪府, 日本;34.764884;135.51735
Kōbe;神戸市, 兵庫県, 日本;34.6932379;135.1943764
Sereetz;Sereetz, Ratekau, Ostholstein, Schleswig-Holstein, Deutschland;53.92354605;10.742792987605963
Bad Saulgau;Bad Saulgau, Verwaltungsgemeinschaft Bad Saulgau, Landkreis Sigmaringen, Baden-Württemberg, 88348, Deutschland;48.0158071;9.5010309
Horb a.N.;Horb, Bahnhofplatz, Flößerwasen, Gemarkung Horb am Neckar, Horb am Neckar, Verwaltungsgemeinschaft Horb am Neckar, Landkreis Freudenstadt, Baden-Württemberg, 72160, Deutschland;48.441813;8.6889737
Poreć;Poreč, Grad Poreč, Istarska županija, 52441, Hrvatska;45.2273829;13.5956941
Kamberg;Kamberk, okres Benešov, Střední Čechy, Česko;49.5971329;14.8403119
 Planken;Planken, Oberland, 9498, Liechtenstein;47.1858848;9.5452211
[Herzogenaurach];;;
[Krauschwitz];;;
Bromma;Bromma, Bromma stadsdelsområde, Stockholm, Stockholms kommun, Stockholms län, 168 76, Sverige;59.339769;17.9395411
Flörsheim, M.;Flörsheim, Main-Taunus-Kreis, Hessen, 65439, Deutschland;50.0167244;8.4236983
Palanga;Palanga, Palangos miesto savivaldybė, Klaipėdos apskritis, Lietuva;55.9229818;21.0682657
Wellington, New Zealand;Wellington, Wellington City, Wellington, 6011, New Zealand / Aotearoa;-41.2887953;174.7772114
Auckland, New Zealand;Auckland, Waitematā, Auckland, 1010, New Zealand / Aotearoa;-36.852095;174.7631803
Greenmount, Manukau, New Zealand;;;
Glenfield, Auckland, New Zealand;Glenfield, Kaipātiki, Auckland, 0629, New Zealand / Aotearoa;-36.7802226;174.7224999
 Borna;Borna, Landkreis Leipzig, Sachsen, 04552, Deutschland;51.1241649;12.4999055
Värnamo;Värnamo kommun, Jönköpings län, Sverige;57.2005598;14.083181
[Libau];;;
[Lodz] @;;;
[Plock] @;;;
[Kolo];;;
[Valenciennes] @;;;
[Kowno] @;;;
[Magdeburg] @;;;
[Münster] @;Munster, Éire / Ireland;52.307621600000004;-8.570897276292667
[Ostrolenka];;;
[Wloclawek];;;
Kirchheim-Teck;Kirchheim (Teck), Cranachweg, Kirchheim unter Teck, Vereinbarte Verwaltungsgemeinschaft der Stadt Kirchheim unter Teck, Landkreis Esslingen, Baden-Württemberg, 73230, Deutschland;48.6442169;9.443775
Waiblingen;Waiblingen, Rems-Murr-Kreis, Baden-Württemberg, Deutschland;48.8425793;9.3305129
s.l.;S & L, Lyonal Drive, Eaton Park, Polk County, Florida, 33803, United States;28.0105702;-81.90803759937342
 Leipzig;Leipzig, Sachsen, Deutschland;51.3406321;12.3747329
Barroca;Barroca, Fundão, Castelo Branco, Centro, Portugal;40.1086356;-7.7172569
[Moskau];;;
Užhorod;Ужгород, Ужгородська міська громада, Ужгородський район, Закарпатська область, Україна;48.6223732;22.3022569
Ch'ŏngju;충주시, 충청북도, 대한민국;36.9907334;127.9259891
Dubai, UAE;دبي, الإمارات العربية المتحدة;25.074282349999997;55.18853865430702
[Arnehm];;;
Taipei, Taiwan, Republic of China;臺北城市科技大學, 2, 學園路, 一德里, 北投區, 臺北市, 112, 臺灣;25.1345772;121.46913565002939
Radovljica;Radovljica, Slovenija;46.343509;14.1720227
Dob pri Domžalah;;;
Klagenfurt am Wörthersee;Klagenfurt am Wörthersee, Kärnten, Österreich;46.6228162;14.3079604
Simbach a. Inn;Simbach, Landkreis Rottal-Inn, Bayern, 84359, Deutschland;48.2663113;13.0279972
Lissa i. P.;1, Lissa Lane, Conyngham, Luzerne County, Pennsylvania, 18249, United States;40.988262;-76.049587
Varel i. O.;Varel, Scheeßel, Landkreis Rotenburg (Wümme), Niedersachsen, 27383, Deutschland;53.187092;9.4988284
Aguilar de Campoo (Palencia);Aguilar de Campoo, Palencia, Castilla y León, 34800, España;42.7928369;-4.2605438
Pontevedra, España;Pontevedra, Galicia, España;42.6075172;-8.4714942
Yong he;永和县, 临汾市, 山西省, 龙虬庄文化;36.7619427;110.6267775
Tai nan;臺南市, 臺灣;22.9912348;120.184982
[Leipzig] @;;;
[Frankfurt a. M.] @;Frankfurt, María Eislers, Placeres, Valparaíso, Provincia de Valparaíso, Región de Valparaíso, 2390382, Chile;-33.0456268;-71.5821353
[Stuttgart] @;;;
[Berlin] @;;;
Libercourt;Libercourt, Lens, Pas-de-Calais, Hauts-de-France, France métropolitaine, 62820, France;50.4802102;3.0105187
Ahmednagar (Indien);Ahmednagar, Maharashtra, India;19.162772500000003;74.85802430085195
V Řevnicích;Fabiánova NS Řevnice - 8. Lesní divadlo v Řevnicích, Příkrá, Řevnice, okres Praha-západ, Střední Čechy, 25230, Česko;49.9072214;14.2336284
Caracas-Venezuela;Caracas, Parroquia Catedral, Municipio Libertador, Distrito Capital, Venezuela;10.506098;-66.9146017
[Rottenburg];;;
Shepton Beauchamp, Somerset;Shepton Beauchamp, South Somerset, Somerset, South West England, England, TA19 0LH, United Kingdom;50.9512051;-2.8520174
Fürth a.d. Regnitz ;Regnitz, Hüttendorf, Erlangen, Bayern, 90765, Deutschland;49.541278;10.9760939
Fürth a.d. Regnitz;Regnitz, Hüttendorf, Erlangen, Bayern, 90765, Deutschland;49.541278;10.9760939
[Danzig];;;
Baġdād;بغداد, ناحية مرکز قضاء الکرخ, قضاء الکرخ, محافظة بغداد, العراق / عێراق;33.3024309;44.3787992
Knockaloe;Knockaloe Farm, Patrick, Glenfaba, IM5 3AQ, Isle of Man;54.2053607;-4.7051586
Bad Honnef am Rhein;Bad Honnef, Rhein-Sieg-Kreis, Nordrhein-Westfalen, 53604, Deutschland;50.6448582;7.2272534
Duszniki Zdrój;Duszniki-Zdrój, powiat kłodzki, województwo dolnośląskie, 57-340, Polska;50.37034025;16.378490698224958
[Hof];;;
Ŭiwang-si, Kyŏnggi-do;의왕시, 경기도, 대한민국;37.3449082;126.9689861
Sankt Ottilien;Sankt Ottilien, Eresing, Windach, Landkreis Landsberg am Lech, Bayern, 86941, Deutschland;48.0956274;11.0450898
Fehmarn;Fehmarn, Ostholstein, Schleswig-Holstein, 23769, Deutschland;54.4687375;11.134084837911693
[Tiranë];Tiranë, Bashkia Tiranë, Qarku i Tiranës, Shqipëria qendrore, 1001-1028, Shqipëria;41.3305141;19.825562857582966
Daegu, Republic of Korea;대구, 대한민국;35.8713;128.6018
Klein-Auheim ;Klein-Auheim, Main-Kinzig-Kreis, Hessen, 63456, Deutschland;50.0986132;8.9279958
[Rheinfelden (Baden)];Rheinfelden (Baden), Verwaltungsgemeinschaft Rheinfelden (Baden), Landkreis Lörrach, Baden-Württemberg, 79618, Deutschland;47.5605924;7.7861959
[Tharandt];;;
Wien, Spiegelgasse No. 1095;;;
Proszówki;Proszówki, gmina Bochnia, powiat bocheński, województwo małopolskie, Polska;50.0038259;20.4254081
Avignon;Avignon, Vaucluse, Provence-Alpes-Côte d'Azur, France métropolitaine, France;43.9492493;4.8059012
Biston, Mass.;;;
Boulder, Colo.;Boulder, Boulder County, Colorado, United States;40.0149856;-105.270545
Tennenbronn;Tennenbronn, Schramberg, Verwaltungsgemeinschaft Schramberg, Landkreis Rottweil, Baden-Württemberg, 78144, Deutschland;48.1904993;8.3514397
Bejing;北京市, 东城区, 北京市, 100010, 龙虬庄文化;39.906217;116.3912757
Dettingen/Erms;Dettingen an der Erms, Landkreis Reutlingen, Baden-Württemberg, 72581, Deutschland;48.5289138;9.346093
Bubendorf;Bubendorf, Bezirk Liestal, Basel-Landschaft, 4416, Schweiz/Suisse/Svizzera/Svizra;47.446684;7.73535
Přibram;Příbram, okres Příbram, Střední Čechy, Středočeský kraj;49.6901444;14.0103663
[Melk];;;
Melk;Melk, Bezirk Melk, Niederösterreich, 3281, Österreich;48.1472806;15.2642089
Groot-Bijgaarden;Groot-Bijgaarden, Dilbeek, Halle-Vilvoorde, Vlaams-Brabant, Vlaanderen, België / Belgique / Belgien;50.8707084;4.2651493
[Groot-Bijgaarden];Groot-Bijgaarden, Dilbeek, Halle-Vilvoorde, Vlaams-Brabant, Vlaanderen, België / Belgique / Belgien;50.8707084;4.2651493
Yerevan;Երևան, Հայաստան;40.1776121;44.5125849
[Offenbach am Main];;;
Vanves;Vanves, Boulogne-Billancourt, Hauts-de-Seine, Île-de-France, France métropolitaine, 92170, France;48.8212037;2.289259
[Frechen];;;
Dugort;;;
[Dugort];;;
Bad Zwischenahn;Bad Zwischenahn, Landkreis Ammerland, Niedersachsen, 26160, Deutschland;53.185155;8.0034877
Küttigen;Küttigen, Bezirk Aarau, Aargau, Schweiz/Suisse/Svizzera/Svizra;47.4194538;8.0432568
[Treuchtlingen];;;
Münster];Munster, Éire / Ireland;52.307621600000004;-8.570897276292667
[Vercelli];;;
Dugort, Achill Island;;;
Königstein/Elbe;Elbe-Freizeitland, Schandauer Straße, Königstein, Königstein/Sächs. Schw., Sächsische Schweiz-Osterzgebirge, Sachsen, 01824, Deutschland;50.92753435;14.097379166833669
Tuscaloosa, Ala.;Tuscaloosa, Tuscaloosa County, Alabama, United States;33.2095614;-87.5675258
Heerenveen;Heerenveen, Fryslân, Nederland;52.998474200000004;5.923148795038062
[Saint-Clément-de-Rivière];Saint-Clément-de-Rivière, Lodève, Hérault, Occitanie, France métropolitaine, 34980, France;43.6843999;3.8466598
[Saint-Clément-de-Rivière (Domaine Fontfroide)];;;
Niddatal;Niddatal, Wetteraukreis, Hessen, 61194, Deutschland;50.2833;8.83333
Dantzig;Gdańsk, powiat gdański, województwo pomorskie, Polska;54.36143405;18.62821847557274
Malmedy, Belgium;Malmedy, Verviers, Liège, Wallonie, 4960, België / Belgique / Belgien;50.4265348;6.0276059
Mühlhausen/Kraichgau;Volksbank Kraichgau eG - Filiale Mühlhausen, Hauptstraße, Mühlhausen, Verwaltungsverband Rauenberg, Rhein-Neckar-Kreis, Baden-Württemberg, 69242, Deutschland;49.2485144;8.7245237
[Koebenhavn];;;
Graulhet, France;Graulhet, Castres, Tarn, Occitanie, France métropolitaine, 81300, France;43.7578;1.99723
Weggis;Weggis, Luzern, Schweiz/Suisse/Svizzera/Svizra;47.0322545;8.4346408
Zöblitz;Zöblitz, Marienberg, Erzgebirgskreis, Sachsen, Deutschland;50.658016;13.2313076
Borken;Borken, Kreis Borken, Nordrhein-Westfalen, 46325, Deutschland;51.8443183;6.8582247
Arolsen;Bad Arolsen, Twistetal, Landkreis Waldeck-Frankenberg, Hessen, 34454, Deutschland;51.3816043;9.0147661
Seo ul;Catedral del Salvador, Plaza de San Bruno, La Magdalena, Zaragoza, Aragón, 50001, España;41.654653100000004;-0.875660867691826
서울;;;
Moutier;Moutier, Arrondissement administratif du Jura bernois, Région administrative du Jura bernois, Bern/Berne, 2740, Schweiz/Suisse/Svizzera/Svizra;47.2796142;7.3704192
Hanover, NH;Hanover, Grafton County, New Hampshire, United States;43.703622;-72.288666
Worchester, Mass.;;;
Tokyo, Japan;東京都, 日本;35.6828387;139.7594549
Novara, Italien;Novara, Piemonte, Italia;45.584250049999994;8.545996970894572
Paris ;Paris, Île-de-France, France métropolitaine, France;48.8566969;2.3514616
Patavii;;;
San Francisco, Calif;San Francisco, San Francisco City and County, San Francisco, California, United States;37.7790262;-122.419906
Sulzbach/Taunus;Sulzbach, Main-Taunus-Kreis, Hessen, 65843, Deutschland;50.1326128;8.5279513
Missoula, Mont.;Missoula, Missoula County, Montana, United States;46.8701049;-113.995267
Füssen;Füssen, Landkreis Ostallgäu, Bayern, 87629, Deutschland;47.5709212;10.6977089
Cambridge, Mass. {[u.a.];Cambridge, Middlesex County, Massachusetts, United States;42.3750997;-71.1056157
London4030O  Newark {[u.a.];;;
Zerkall über Düren;;;
Weinheim {[u.a.];Weinheim, Rhein-Neckar-Kreis, Baden-Württemberg, 69469, Deutschland;49.5462349;8.6717458
Frankfurt am Main {[u.a.];Frankfurt am Main, Hessen, Deutschland;50.1106444;8.6820917
Neuchatel;Neuchâtel, Schweiz/Suisse/Svizzera/Svizra;46.9895828;6.9292641
Worcester;Worcester, Worcester County, Massachusetts, United States;42.2625621;-71.8018877
Budapest {[u.a.];Budapest utca, Pletykafalu, Szolnok, Szolnoki járás, Jász-Nagykun-Szolnok megye, Észak-Alföld, Alföld és Észak, 5000, Magyarország;47.1765413;20.1373709
Amsterdam {[u.a.]4030O  Amsterdam {[u.a.];;;
[Maulbronn];;;
Reggio Emilia;Reggio nell'Emilia, Emilia-Romagna, Italia;44.608664;10.594796841892734
Dreßden;;;
[Dunedin, New Zealand];Dunedin, Dunedin City, Otago, 9016, New Zealand / Aotearoa;-45.8740984;170.5035755
Wheeling;Wheeling, South Wheeling Road, Wheeling, Wheeling Township, Cook County, Illinois, 60090, United States;42.138889;-87.9310944
Beirut;بيروت, محافظة بيروت, لبنان;33.8959203;35.47843
South Melbourne, Victoria;South Melbourne, St Kilda West, Melbourne, City of Port Phillip, Victoria, 3182, Australia;-37.8334603;144.9570188
Malvern, SA.;Malvern, Malvern Hills, Worcestershire, West Midlands, England, WR14 2HX, United Kingdom;52.1159559;-2.3258985
Crows Nest, Australia;Crows Nest, Sydney, North Sydney Council, Lower North Shore, New South Wales, 2065, Australia;-33.8255649;151.2036095
Crow's Nest, Australia;Crows Nest, Sydney, North Sydney Council, Lower North Shore, New South Wales, 2065, Australia;-33.8255649;151.2036095
Port Melbourne, Victoria;Port Melbourne, Melbourne, City of Port Phillip, Victoria, 3207, Australia;-37.8333613;144.9219203
Millers Point, N.S.W.;Millers Point, Jennings Mill, Oconee County, Georgia, 30622, United States;33.922159;-83.47314
[Ch'ŏngju];충주시, 충청북도, 대한민국;36.9907334;127.9259891
Suwon City;수원시, 경기도, 대한민국;37.2633325;127.0287472
Suwŏn-si;수원시, 경기도, 대한민국;37.2633325;127.0287472
Paju-si;파주시, 경기도, 대한민국;37.7598955;126.7801502
[Brussels];;;
Sao Paulo;São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, Brasil;-23.5506507;-46.6333824
[New Castle, Del.];New Castle, New Castle County, Delaware, 19720, United States;39.6620572;-75.5663132
[Poughkeepsie, NY];Poughkeepsie, Dutchess County, New York, 12601, United States;41.7065539;-73.9283672
Verona [u.a.];A, Località Lottin, Casella Bassi, Caluri, Villafranca di Verona, Verona, Veneto, 37066, Italia;45.3870461;10.8725617
Macau;澳門 Macau, 龙虬庄文化;22.1757605;113.5514142
[Scheer];;;
Ji nan;济南市, 山东省, 龙虬庄文化;36.6507007;117.1140042
Bei jing ;北京市, 东城区, 北京市, 100010, 龙虬庄文化;39.906217;116.3912757
Tian jin;天津市, 河西区, 天津市, 300061, 龙虬庄文化;39.0856735;117.1951073
Zheng zhou;郑州市, 河南省, 龙虬庄文化;34.7487244;113.6191483
Gui lin;桂林市, 广西壮族自治区, 龙虬庄文化;25.2383172;110.1752245
[Aarhus];;;
[Odense, Denmark];Odense, Odense Kommune, Region Syddanmark, 5000, Danmark;55.3997225;10.3852104
